,Period Label,Year,Location,Vessel Type,Median time in port (days),Average age of vessels,Average size (GT) of vessels,Maximum size (GT) of vessels,Average cargo carrying capacity (dwt) per vessel,Maximum cargo carrying capacity (dwt) of vessels,Average container carrying capacity (TEU) per container ship,Maximum container carrying capacity (TEU) of container ships
1109,S1-2021,2021,Canada,Roll-on/ roll-off ships,,20,11053,100430,6052.0,55828.0,,
1110,S1-2021,2021,Canada,Liquefied petroleum gas carriers,1.5292,9,47124,47963,53781.0,55209.0,,
1111,S1-2021,2021,China,All ships,1.134,14,31021,237200,45026.0,404389.0,4372.0,23964.0
1112,S1-2021,2021,China,Passenger ships,,14,14517,85619,,,,
1113,S1-2021,2021,China,Liquid bulk carriers,1.1684,12,20121,170618,35087.0,323183.0,,
1114,S1-2021,2021,China,Container ships,0.6806,13,46935,237200,,,4372.0,23964.0
1115,S1-2021,2021,China,Dry breakbulk carriers,1.4358,17,10039,91649,14156.0,103652.0,,
1116,S1-2021,2021,China,Dry bulk carriers,2.0292,14,40526,204014,73691.0,404389.0,,
1117,S1-2021,2021,China,Roll-on/ roll-off ships,,12,33820,76420,11569.0,43878.0,,
1118,S1-2021,2021,China,Liquefied petroleum gas carriers,1.0382,14,9479,61000,10328.0,64220.0,,
1119,S1-2021,2021,China,Liquefied natural gas carriers,1.1854,10,93756,168189,74508.0,155159.0,,
1120,S1-2021,2021,Croatia,All ships,1.1587,16,3398,153744,15354.0,182421.0,3480.0,15226.0
1121,S1-2021,2021,Croatia,Passenger ships,,16,3004,137936,,,,
1122,S1-2021,2021,Croatia,Liquid bulk carriers,0.8729,15,15296,84315,26122.0,166300.0,,
1123,S1-2021,2021,Croatia,Container ships,0.575,15,36524,153744,,,3480.0,15226.0
1124,S1-2021,2021,Croatia,Dry breakbulk carriers,2.6444,23,4882,66870,6495.0,71955.0,,
1125,S1-2021,2021,Croatia,Dry bulk carriers,2.3125,28,10611,93302,17879.0,182421.0,,
1126,S1-2021,2021,Denmark,All ships,0.7653,20,9368,214286,7261.0,167282.0,1870.0,19630.0
1127,S1-2021,2021,Denmark,Passenger ships,,20,9704,111554,,,,
1128,S1-2021,2021,Denmark,Liquid bulk carriers,0.7076,17,8517,93154,13523.0,167282.0,,
1129,S1-2021,2021,Denmark,Container ships,0.4576,16,20860,214286,,,1870.0,19630.0
1130,S1-2021,2021,Denmark,Dry breakbulk carriers,0.8785,24,3275,49091,4412.0,63581.0,,
1131,S1-2021,2021,Denmark,Dry bulk carriers,0.8618,11,8498,66786,13820.0,120566.0,,
1132,S1-2021,2021,Denmark,Roll-on/ roll-off ships,,20,22155,60500,10604.0,24485.0,,
1133,S1-2021,2021,Denmark,Liquefied petroleum gas carriers,1.0368,10,3604,4748,3996.0,5200.0,,
1134,S1-2021,2021,France,All ships,1.1799,17,21440,237200,16035.0,308376.0,5051.0,23964.0
1135,S1-2021,2021,France,Passenger ships,,18,22359,169116,,,,
1136,S1-2021,2021,France,Liquid bulk carriers,1.0399,13,10986,162761,18165.0,308376.0,,
1137,S1-2021,2021,France,Container ships,0.9333,14,55795,237200,,,5051.0,23964.0
1138,S1-2021,2021,France,Dry breakbulk carriers,1.6437,18,4819,39009,6667.0,62841.0,,
1139,S1-2021,2021,France,Dry bulk carriers,2.8882,15,23684,107450,41698.0,208822.0,,
1140,S1-2021,2021,France,Roll-on/ roll-off ships,,17,29980,76420,12487.0,48988.0,,
1141,S1-2021,2021,France,Liquefied petroleum gas carriers,1.0774,12,9606,48963,10764.0,55047.0,,
1142,S1-2021,2021,France,Liquefied natural gas carriers,1.1083,10,99417,141671,75682.0,106896.0,,
1143,S1-2021,2021,Germany,All ships,0.8444,19,14056,237200,9136.0,297958.0,4465.0,23964.0
1144,S1-2021,2021,Germany,Passenger ships,,20,11920,153516,,,,
1145,S1-2021,2021,Germany,Liquid bulk carriers,0.5632,18,4810,156915,7809.0,297958.0,,
1146,S1-2021,2021,Germany,Container ships,1.0833,14,49446,237200,,,4465.0,23964.0
1147,S1-2021,2021,Germany,Dry breakbulk carriers,0.8663,21,3682,40250,4918.0,62041.0,,
1148,S1-2021,2021,Germany,Dry bulk carriers,2.7833,12,30413,107761,52864.0,209756.0,,
1149,S1-2021,2021,Germany,Roll-on/ roll-off ships,,17,30884,100430,12271.0,55828.0,,
1150,S1-2021,2021,Germany,Liquefied petroleum gas carriers,0.8677,15,4932,35158,5394.0,44617.0,,
1151,S1-2021,2021,Greece,All ships,0.8576,23,8509,226963,7885.0,166164.0,4241.0,21413.0
1152,S1-2021,2021,Greece,Passenger ships,,22,7528,226963,,,,
1153,S1-2021,2021,Greece,Liquid bulk carriers,0.6194,22,6060,85522,9748.0,166164.0,,
1154,S1-2021,2021,Greece,Container ships,1.0184,16,45223,219688,,,4241.0,21413.0
1155,S1-2021,2021,Greece,Dry breakbulk carriers,1.1469,33,2705,35240,3796.0,55802.0,,
1156,S1-2021,2021,Greece,Dry bulk carriers,0.6378,26,6621,44980,11097.0,83051.0,,
1157,S1-2021,2021,Greece,Roll-on/ roll-off ships,,33,17060,76420,7053.0,48988.0,,
1158,S1-2021,2021,Greece,Liquefied petroleum gas carriers,1.0,23,5807,47774,6835.0,54304.0,,
1159,S1-2021,2021,Greece,Liquefied natural gas carriers,1.1715,11,86368,136980,68294.0,122052.0,,
1160,S1-2021,2021,Indonesia,All ships,1.2931,21,7910,160467,17321.0,306951.0,1294.0,6921.0
1161,S1-2021,2021,Indonesia,Passenger ships,,22,5116,20563,,,,
1162,S1-2021,2021,Indonesia,Liquid bulk carriers,1.3056,16,8906,160467,14027.0,306951.0,,
1163,S1-2021,2021,Indonesia,Container ships,1.0451,15,14248,75579,,,1294.0,6921.0
1164,S1-2021,2021,Indonesia,Dry breakbulk carriers,1.2118,21,5161,54732,6985.0,72562.0,,
1165,S1-2021,2021,Indonesia,Dry bulk carriers,3.0396,17,26216,107741,46114.0,209801.0,,
1166,S1-2021,2021,Indonesia,Roll-on/ roll-off ships,,32,9465,72635,4347.0,27200.0,,
1167,S1-2021,2021,Indonesia,Liquefied petroleum gas carriers,1.0719,19,9547,49292,10418.0,58899.0,,
1168,S1-2021,2021,Indonesia,Liquefied natural gas carriers,1.4285,20,84879,113502,67194.0,97730.0,,
1169,S1-2021,2021,Italy,All ships,1.3326,28,9499,232618,18303.0,211182.0,3729.0,23756.0
1170,S1-2021,2021,Italy,Passenger ships,,31,6471,183900,,,,
1171,S1-2021,2021,Italy,Liquid bulk carriers,1.3257,17,16876,87146,28524.0,164787.0,,
1172,S1-2021,2021,Italy,Container ships,0.9319,17,40644,232618,,,3729.0,23756.0
1173,S1-2021,2021,Italy,Dry breakbulk carriers,1.9222,20,6023,40277,8303.0,62823.0,,
1174,S1-2021,2021,Italy,Dry bulk carriers,3.325,16,21478,109716,36488.0,211182.0,,
1175,S1-2021,2021,Italy,Roll-on/ roll-off ships,,13,33278,76420,12855.0,45200.0,,
1176,S1-2021,2021,Italy,Liquefied petroleum gas carriers,1.549,14,8298,25248,9498.0,28532.0,,
1177,S1-2021,2021,Japan,All ships,0.4146,14,10716,228741,14802.0,327017.0,1571.0,21237.0
1178,S1-2021,2021,Japan,Passenger ships,,16,4806,50444,,,,
1179,S1-2021,2021,Japan,Liquid bulk carriers,0.3111,12,7646,165571,12865.0,322861.0,,
1180,S1-2021,2021,Japan,Container ships,0.3562,13,16418,228741,,,1571.0,21237.0
1181,S1-2021,2021,Japan,Dry breakbulk carriers,1.1951,15,6764,50000,8990.0,80344.0,,
1182,S1-2021,2021,Japan,Dry bulk carriers,0.9035,14,17113,161294,29676.0,327017.0,,
1183,S1-2021,2021,Japan,Roll-on/ roll-off ships,,12,17518,76420,7586.0,43878.0,,
1184,S1-2021,2021,Japan,Liquefied petroleum gas carriers,0.3153,14,6931,51035,7523.0,58811.0,,
1185,S1-2021,2021,Japan,Liquefied natural gas carriers,1.0222,13,73306,149367,53101.0,122079.0,,
1186,S1-2021,2021,"Korea, Republic of",All ships,0.9,15,20044,237200,21638.0,326932.0,3027.0,23964.0
1187,S1-2021,2021,"Korea, Republic of",Passenger ships,,14,16282,35187,,,,
1188,S1-2021,2021,"Korea, Republic of",Liquid bulk carriers,0.7667,13,13690,170618,23588.0,322861.0,,
1189,S1-2021,2021,"Korea, Republic of",Container ships,0.6951,14,32390,237200,,,3027.0,23964.0
1190,S1-2021,2021,"Korea, Republic of",Dry breakbulk carriers,1.2167,19,5324,91784,7506.0,116173.0,,
1191,S1-2021,2021,"Korea, Republic of",Dry bulk carriers,2.0924,14,28651,172521,51554.0,326932.0,,
1192,S1-2021,2021,"Korea, Republic of",Roll-on/ roll-off ships,,20,27314,76420,11155.0,43878.0,,
1193,S1-2021,2021,"Korea, Republic of",Liquefied petroleum gas carriers,0.8424,16,7727,60000,8525.0,60000.0,,
1194,S1-2021,2021,"Korea, Republic of",Liquefied natural gas carriers,1.0389,13,104880,168189,82835.0,154940.0,,
1195,S1-2021,2021,Netherlands,All ships,0.6104,17,12855,237200,13943.0,324272.0,2812.0,23964.0
1196,S1-2021,2021,Netherlands,Passenger ships,,15,15322,164998,,,,
1197,S1-2021,2021,Netherlands,Liquid bulk carriers,0.5326,17,9113,164364,16885.0,320106.0,,
1198,S1-2021,2021,Netherlands,Container ships,0.8806,15,30474,237200,,,2812.0,23964.0
1199,S1-2021,2021,Netherlands,Dry breakbulk carriers,0.4812,20,4019,49091,5374.0,63581.0,,
1200,S1-2021,2021,Netherlands,Dry bulk carriers,1.0354,11,35794,173504,63563.0,324272.0,,
1201,S1-2021,2021,Netherlands,Roll-on/ roll-off ships,,22,16239,76420,6381.0,48988.0,,
1202,S1-2021,2021,Netherlands,Liquefied petroleum gas carriers,0.9132,15,6625,48022,7230.0,58691.0,,
1203,S1-2021,2021,Netherlands,Liquefied natural gas carriers,1.0118,6,56092,128975,43840.0,99000.0,,
1204,S1-2021,2021,Norway,All ships,0.4111,14,3829,167054,7433.0,323183.0,840.0,2668.0
1205,S1-2021,2021,Norway,Passenger ships,,13,3643,75156,,,,
1206,S1-2021,2021,Norway,Liquid bulk carriers,0.6125,15,12908,167054,21000.0,323183.0,,
1207,S1-2021,2021,Norway,Container ships,0.3493,16,8941,37071,,,840.0,2668.0
1208,S1-2021,2021,Norway,Dry breakbulk carriers,0.3125,24,2772,49091,3280.0,63581.0,,
1209,S1-2021,2021,Norway,Dry bulk carriers,0.8847,16,18954,109716,31717.0,211182.0,,
1210,S1-2021,2021,Norway,Roll-on/ roll-off ships,,18,11326,70853,7074.0,27343.0,,
1211,S1-2021,2021,Norway,Liquefied petroleum gas carriers,0.8101,10,10660,37366,11814.0,42543.0,,
1212,S1-2021,2021,Norway,Liquefied natural gas carriers,0.2931,15,6275,128806,5048.0,96844.0,,
1213,S1-2021,2021,Russian Federation,All ships,1.509,26,12216,136716,17935.0,182588.0,1531.0,7455.0
1214,S1-2021,2021,Russian Federation,Passenger ships,,37,7219,12288,,,,
1215,S1-2021,2021,Russian Federation,Liquid bulk carriers,1.1493,24,13682,87146,23154.0,166300.0,,
1216,S1-2021,2021,Russian Federation,Container ships,1.4118,16,16877,85676,,,1531.0,7455.0
1217,S1-2021,2021,Russian Federation,Dry breakbulk carriers,1.8573,32,4216,40328,5494.0,62041.0,,
1218,S1-2021,2021,Russian Federation,Dry bulk carriers,2.5472,15,27530,94710,48073.0,182588.0,,
1219,S1-2021,2021,Russian Federation,Roll-on/ roll-off ships,,32,13317,43810,6469.0,22910.0,,
1220,S1-2021,2021,Russian Federation,Liquefied petroleum gas carriers,1.6014,14,8763,18425,10259.0,22911.0,,
1221,S1-2021,2021,Russian Federation,Liquefied natural gas carriers,1.1187,9,98650,136716,72195.0,97000.0,,
1222,S1-2021,2021,Spain,All ships,0.9021,17,15586,237200,14952.0,211182.0,3004.0,23756.0
1223,S1-2021,2021,Spain,Passenger ships,,19,12497,228081,,,,
1224,S1-2021,2021,Spain,Liquid bulk carriers,0.9174,13,10523,88704,17148.0,164733.0,,
1225,S1-2021,2021,Spain,Container ships,0.6451,15,32598,237200,,,3004.0,23756.0
1226,S1-2021,2021,Spain,Dry breakbulk carriers,1.1653,17,5063,66870,7093.0,71955.0,,
1227,S1-2021,2021,Spain,Dry bulk carriers,1.7694,16,22935,109716,39717.0,211182.0,,
1228,S1-2021,2021,Spain,Roll-on/ roll-off ships,,20,30279,76420,11772.0,48988.0,,
1229,S1-2021,2021,Spain,Liquefied petroleum gas carriers,1.0361,12,6888,48022,7804.0,58691.0,,
1230,S1-2021,2021,Spain,Liquefied natural gas carriers,1.0184,12,95587,136980,74060.0,121957.0,,
1231,S1-2021,2021,Sweden,All ships,0.7736,23,15910,214286,8538.0,318227.0,1581.0,19630.0
1232,S1-2021,2021,Sweden,Passenger ships,,26,20074,111554,,,,
1233,S1-2021,2021,Sweden,Liquid bulk carriers,0.6528,15,8340,158536,12565.0,318227.0,,
1234,S1-2021,2021,Sweden,Container ships,0.6149,16,17076,214286,,,1581.0,19630.0
1235,S1-2021,2021,Sweden,Dry breakbulk carriers,1.0222,21,3811,37499,5375.0,55807.0,,
1236,S1-2021,2021,Sweden,Dry bulk carriers,0.4437,27,6156,44109,9025.0,81914.0,,
1237,S1-2021,2021,Sweden,Roll-on/ roll-off ships,,21,27086,76420,10259.0,31143.0,,
1238,S1-2021,2021,Sweden,Liquefied petroleum gas carriers,0.8076,15,7176,48542,7933.0,54783.0,,
1239,S1-2021,2021,Türkiye,All ships,1.1958,24,6440,194308,16308.0,299498.0,3023.0,19462.0
1240,S1-2021,2021,Türkiye,Passenger ships,,25,1636,153516,,,,
1241,S1-2021,2021,Türkiye,Liquid bulk carriers,1.192,14,18349,157814,31413.0,299498.0,,
1242,S1-2021,2021,Türkiye,Container ships,0.6236,17,33255,194308,,,3023.0,19462.0
1243,S1-2021,2021,Türkiye,Dry breakbulk carriers,1.4931,29,4150,43528,5801.0,62053.0,,
1244,S1-2021,2021,Türkiye,Dry bulk carriers,3.7319,16,24840,106884,42752.0,206125.0,,
1245,S1-2021,2021,Türkiye,Roll-on/ roll-off ships,,24,27593,76420,10564.0,45200.0,,
1246,S1-2021,2021,Türkiye,Liquefied petroleum gas carriers,1.234,19,16473,48714,19036.0,54747.0,,
1247,S1-2021,2021,Türkiye,Liquefied natural gas carriers,1.2569,10,108899,126004,86460.0,99025.0,,
1248,S1-2021,2021,United States of America,All ships,1.5639,26,15219,228741,47527.0,322829.0,5503.0,21237.0
1249,S1-2021,2021,United States of America,Passenger ships,,30,5096,228081,,,,
1250,S1-2021,2021,United States of America,Liquid bulk carriers,1.5684,11,34405,170611,59428.0,322829.0,,
1251,S1-2021,2021,United States of America,Container ships,1.2069,15,61561,228741,,,5503.0,21237.0
1252,S1-2021,2021,United States of America,Dry breakbulk carriers,2.0076,17,12587,91784,17527.0,116173.0,,
1253,S1-2021,2021,United States of America,Dry bulk carriers,2.3632,17,30489,108237,54317.0,207964.0,,
1254,S1-2021,2021,United States of America,Roll-on/ roll-off ships,,14,58991,100430,21532.0,55828.0,,
1255,S1-2021,2021,United States of America,Liquefied petroleum gas carriers,1.8507,9,30401,61000,34551.0,63766.0,,
1256,S1-2021,2021,United States of America,Liquefied natural gas carriers,1.2844,6,104753,149367,83610.0,121823.0,,
1257,S1-2021,2021,United Kingdom,All ships,1.1625,18,14350,236583,11973.0,321300.0,3162.0,23964.0
1258,S1-2021,2021,United Kingdom,Passenger ships,,19,12953,169116,,,,
1259,S1-2021,2021,United Kingdom,Liquid bulk carriers,1.0514,15,11989,164364,20001.0,321300.0,,
1260,S1-2021,2021,United Kingdom,Container ships,0.8035,16,34429,236583,,,3162.0,23964.0
1261,S1-2021,2021,United Kingdom,Dry breakbulk carriers,1.525,20,3378,40250,4698.0,62045.0,,
1262,S1-2021,2021,United Kingdom,Dry bulk carriers,2.9014,14,25803,94942,44135.0,182983.0,,
1263,S1-2021,2021,United Kingdom,Roll-on/ roll-off ships,,14,25200,100430,9849.0,55828.0,,
1264,S1-2021,2021,United Kingdom,Liquefied petroleum gas carriers,1.0556,12,6508,47072,6973.0,54517.0,,
1265,S1-2021,2021,United Kingdom,Liquefied natural gas carriers,1.2271,7,112943,168189,90889.0,155159.0,,
1266,S2-2021,2021,World,All ships,1.0507,18,13802,236583,25085.0,404389.0,3403.0,23992.0
1267,S2-2021,2021,World,Passenger ships,,20,7634,228199,,,,
1268,S2-2021,2021,World,Liquid bulk carriers,0.9771,14,15783,170618,27327.0,323183.0,,
1269,S2-2021,2021,World,Container ships,0.8306,14,36894,236583,,,3403.0,23992.0
1270,S2-2021,2021,World,Dry breakbulk carriers,1.1583,21,5413,91649,7344.0,103652.0,,
1271,S2-2021,2021,World,Dry bulk carriers,2.0826,14,32001,204014,57292.0,404389.0,,
1272,S2-2021,2021,World,Roll-on/ roll-off ships,,17,25871,100430,10300.0,55828.0,,
1273,S2-2021,2021,World,Liquefied petroleum gas carriers,1.0229,15,10456,60784,11699.0,64220.0,,
1274,S2-2021,2021,World,Liquefied natural gas carriers,1.1313,11,95521,168189,74821.0,155159.0,,
1275,S2-2021,2021,Australia,All ships,1.5646,19,29921,152305,82270.0,297633.0,4550.0,9572.0
1276,S2-2021,2021,Australia,Passenger ships,,30,2427,29338,,,,
1277,S2-2021,2021,Australia,Liquid bulk carriers,1.3135,8,23317,84127,39329.0,158734.0,,
1278,S2-2021,2021,Australia,Container ships,1.6972,14,50792,109712,,,4550.0,9572.0
1279,S2-2021,2021,Australia,Dry breakbulk carriers,1.9854,11,17200,91649,26692.0,103652.0,,
1280,S2-2021,2021,Australia,Dry bulk carriers,1.6417,10,59397,152305,111098.0,297633.0,,
1281,S2-2021,2021,Australia,Roll-on/ roll-off ships,,10,43589,76420,15922.0,48988.0,,
1282,S2-2021,2021,Australia,Liquefied petroleum gas carriers,0.8778,10,14534,51035,16510.0,58757.0,,
1283,S2-2021,2021,Australia,Liquefied natural gas carriers,1.2674,9,112308,149367,85869.0,97975.0,,
1284,S2-2021,2021,Canada,All ships,0.5889,26,10917,176546,34052.0,296681.0,4837.0,16000.0
1285,S2-2021,2021,Canada,Passenger ships,,28,6403,30285,,,,
1286,S2-2021,2021,Canada,Liquid bulk carriers,1.0264,12,22905,157316,38100.0,296681.0,,
1287,S2-2021,2021,Canada,Container ships,1.7677,15,53415,176546,,,4837.0,16000.0
1288,S2-2021,2021,Canada,Dry breakbulk carriers,0.6667,13,11630,46647,16419.0,72562.0,,
1289,S2-2021,2021,Canada,Dry bulk carriers,0.1885,23,26554,109824,45361.0,210733.0,,
1290,S2-2021,2021,Canada,Roll-on/ roll-off ships,,24,10055,100430,5548.0,55828.0,,
1291,S2-2021,2021,Canada,Liquefied petroleum gas carriers,1.4889,7,45847,48963,52363.0,55209.0,,
1292,S2-2021,2021,China,All ships,1.1681,13,31131,236583,45467.0,404389.0,4431.0,23992.0
1293,S2-2021,2021,China,Passenger ships,,14,14324,77499,,,,
1294,S2-2021,2021,China,Liquid bulk carriers,1.1257,12,18945,170618,32897.0,323183.0,,
1295,S2-2021,2021,China,Container ships,0.7799,13,47583,236583,,,4431.0,23992.0
1296,S2-2021,2021,China,Dry breakbulk carriers,1.5639,17,10304,91649,14471.0,103652.0,,
1297,S2-2021,2021,China,Dry bulk carriers,2.066,14,41215,203997,75108.0,404389.0,,
1298,S2-2021,2021,China,Roll-on/ roll-off ships,,12,31129,76420,10989.0,43878.0,,
1299,S2-2021,2021,China,Liquefied petroleum gas carriers,1.0472,14,9344,60784,10166.0,64220.0,,
1300,S2-2021,2021,China,Liquefied natural gas carriers,1.1965,9,98267,168189,78373.0,155159.0,,
1301,S2-2021,2021,Croatia,All ships,1.1986,17,3690,163922,16629.0,159855.0,3804.0,15226.0
1302,S2-2021,2021,Croatia,Passenger ships,,16,3370,155873,,,,
1303,S2-2021,2021,Croatia,Liquid bulk carriers,0.9427,15,14541,83669,24819.0,159855.0,,
1304,S2-2021,2021,Croatia,Container ships,0.6361,14,40462,153744,,,3804.0,15226.0
1305,S2-2021,2021,Croatia,Dry breakbulk carriers,2.2302,23,4442,31021,6101.0,88272.0,,
1306,S2-2021,2021,Croatia,Dry bulk carriers,2.5451,29,12156,70933,20642.0,120499.0,,
1307,S2-2021,2021,Croatia,Liquefied natural gas carriers,1.5611,8,118462,163922,95783.0,130441.0,,
1308,S2-2021,2021,Denmark,All ships,0.7354,20,9740,214286,7290.0,159812.0,1995.0,19630.0
1309,S2-2021,2021,Denmark,Passenger ships,,20,10082,125572,,,,
1310,S2-2021,2021,Denmark,Liquid bulk carriers,0.684,17,7988,93759,12669.0,159812.0,,
1311,S2-2021,2021,Denmark,Container ships,0.5358,14,22247,214286,,,1995.0,19630.0
1312,S2-2021,2021,Denmark,Dry breakbulk carriers,0.8142,24,3090,34146,4205.0,33171.0,,
1313,S2-2021,2021,Denmark,Dry bulk carriers,0.7601,11,7902,49489,12824.0,85229.0,,
1314,S2-2021,2021,Denmark,Roll-on/ roll-off ships,,20,22332,65148,10890.0,34960.0,,
1315,S2-2021,2021,Denmark,Liquefied petroleum gas carriers,1.1243,14,3908,5452,4386.0,5955.0,,
1316,S2-2021,2021,France,All ships,1.1521,17,21484,236583,16198.0,319702.0,5160.0,23964.0
1317,S2-2021,2021,France,Passenger ships,,18,22623,228199,,,,
1318,S2-2021,2021,France,Liquid bulk carriers,1.0111,13,11102,167168,18510.0,319702.0,,
1319,S2-2021,2021,France,Container ships,0.9913,13,56260,236583,,,5160.0,23964.0
1320,S2-2021,2021,France,Dry breakbulk carriers,1.5056,17,4477,44684,6198.0,72562.0,,
1321,S2-2021,2021,France,Dry bulk carriers,3.0708,13,26892,94674,47870.0,183123.0,,
1322,S2-2021,2021,France,Roll-on/ roll-off ships,,18,29115,76420,12005.0,45200.0,,
1323,S2-2021,2021,France,Liquefied petroleum gas carriers,1.0868,12,9113,47965,10204.0,54669.0,,
1324,S2-2021,2021,France,Liquefied natural gas carriers,1.1413,11,97216,136980,75879.0,121910.0,,
1325,S2-2021,2021,Germany,All ships,0.833,19,13130,236583,9420.0,307943.0,4530.0,23992.0
1326,S2-2021,2021,Germany,Passenger ships,,21,11015,183200,,,,
1327,S2-2021,2021,Germany,Liquid bulk carriers,0.5462,17,5030,163262,8167.0,307943.0,,
1328,S2-2021,2021,Germany,Container ships,1.1785,13,49837,236583,,,4530.0,23992.0
1329,S2-2021,2021,Germany,Dry breakbulk carriers,0.8354,21,3587,44684,4818.0,71460.0,,
1330,S2-2021,2021,Germany,Dry bulk carriers,2.2729,11,30092,107737,52397.0,208822.0,,
1331,S2-2021,2021,Germany,Roll-on/ roll-off ships,,17,30714,100430,12255.0,55828.0,,
1332,S2-2021,2021,Germany,Liquefied petroleum gas carriers,0.8875,14,5764,26261,6470.0,38427.0,,
1333,S2-2021,2021,Greece,All ships,0.8368,22,8073,219352,7467.0,166300.0,4229.0,21413.0
1334,S2-2021,2021,Greece,Passenger ships,,21,7494,181541,,,,
1335,S2-2021,2021,Greece,Liquid bulk carriers,0.6125,21,5485,86990,8669.0,166300.0,,
1336,S2-2021,2021,Greece,Container ships,1.0719,16,45141,219352,,,4229.0,21413.0
1337,S2-2021,2021,Greece,Dry breakbulk carriers,1.1465,33,2787,41580,3864.0,51624.0,,
1338,S2-2021,2021,Greece,Dry bulk carriers,0.6417,26,6702,48021,11199.0,88279.0,,
1339,S2-2021,2021,Greece,Roll-on/ roll-off ships,,35,14862,76420,6328.0,34960.0,,
1340,S2-2021,2021,Greece,Liquefied petroleum gas carriers,0.9847,24,4975,22971,5842.0,26540.0,,
1341,S2-2021,2021,Greece,Liquefied natural gas carriers,1.2674,9,106854,136685,85050.0,121843.0,,
1342,S2-2021,2021,Indonesia,All ships,1.2854,20,7897,161833,16698.0,320122.0,1145.0,6750.0
1343,S2-2021,2021,Indonesia,Passenger ships,,22,5234,20563,,,,
1344,S2-2021,2021,Indonesia,Liquid bulk carriers,1.3021,15,9131,161833,14389.0,320122.0,,
1345,S2-2021,2021,Indonesia,Container ships,1.0819,15,12800,76067,,,1145.0,6750.0
1346,S2-2021,2021,Indonesia,Dry breakbulk carriers,1.1538,21,4975,57934,6554.0,72562.0,,
1347,S2-2021,2021,Indonesia,Dry bulk carriers,2.5524,18,24950,108100,43807.0,208660.0,,
1348,S2-2021,2021,Indonesia,Roll-on/ roll-off ships,,32,9135,75206,4068.0,28061.0,,
1349,S2-2021,2021,Indonesia,Liquefied petroleum gas carriers,1.0833,20,9005,51035,9811.0,58811.0,,
1350,S2-2021,2021,Indonesia,Liquefied natural gas carriers,1.4222,16,92288,136740,73243.0,96811.0,,
1351,S2-2021,2021,Italy,All ships,1.3576,28,9967,232618,19281.0,211182.0,3554.0,23964.0
1352,S2-2021,2021,Italy,Passenger ships,,30,7522,226963,,,,
1353,S2-2021,2021,Italy,Liquid bulk carriers,1.2493,19,16816,86990,28535.0,166092.0,,
1354,S2-2021,2021,Italy,Container ships,0.9965,16,38625,232618,,,3554.0,23964.0
1355,S2-2021,2021,Italy,Dry breakbulk carriers,2.0097,19,5947,41416,8218.0,62346.0,,
1356,S2-2021,2021,Italy,Dry bulk carriers,3.666,14,23506,109716,40379.0,211182.0,,
1357,S2-2021,2021,Italy,Roll-on/ roll-off ships,,13,33932,76420,13276.0,45200.0,,
1358,S2-2021,2021,Italy,Liquefied petroleum gas carriers,1.7306,14,8490,44673,9587.0,49996.0,,
1359,S2-2021,2021,Japan,All ships,0.4174,13,10151,164688,15073.0,327017.0,1508.0,14336.0
1360,S2-2021,2021,Japan,Passenger ships,,15,4714,50444,,,,
1361,S2-2021,2021,Japan,Liquid bulk carriers,0.3104,12,8112,164688,13728.0,320785.0,,
1362,S2-2021,2021,Japan,Container ships,0.3708,13,15707,151015,,,1508.0,14336.0
1363,S2-2021,2021,Japan,Dry breakbulk carriers,1.1913,14,6657,66870,8835.0,80236.0,,
1364,S2-2021,2021,Japan,Dry bulk carriers,0.7552,13,16549,161294,28537.0,327017.0,,
1365,S2-2021,2021,Japan,Roll-on/ roll-off ships,,11,17598,76420,7562.0,43878.0,,
1366,S2-2021,2021,Japan,Liquefied petroleum gas carriers,0.3222,13,5872,50700,6324.0,58899.0,,
1367,S2-2021,2021,Japan,Liquefied natural gas carriers,1.0347,13,74046,149367,53333.0,122006.0,,
1368,S2-2021,2021,"Korea, Republic of",All ships,0.8889,15,18812,236583,21341.0,326932.0,2886.0,23992.0
1369,S2-2021,2021,"Korea, Republic of",Passenger ships,,11,17308,35187,,,,
1370,S2-2021,2021,"Korea, Republic of",Liquid bulk carriers,0.7382,13,13613,170611,23458.0,321300.0,,
1371,S2-2021,2021,"Korea, Republic of",Container ships,0.7354,13,30876,236583,,,2886.0,23992.0
1372,S2-2021,2021,"Korea, Republic of",Dry breakbulk carriers,1.1583,19,5236,91649,7521.0,103652.0,,
1373,S2-2021,2021,"Korea, Republic of",Dry bulk carriers,2.184,13,29987,173756,54052.0,326932.0,,
1374,S2-2021,2021,"Korea, Republic of",Roll-on/ roll-off ships,,20,25546,76420,10618.0,43878.0,,
1375,S2-2021,2021,"Korea, Republic of",Liquefied petroleum gas carriers,0.8,14,7499,60000,8164.0,62500.0,,
1376,S2-2021,2021,"Korea, Republic of",Liquefied natural gas carriers,1.05,11,110347,168189,87315.0,155159.0,,
1377,S2-2021,2021,Netherlands,All ships,0.6257,17,12827,236583,14296.0,319778.0,2826.0,23992.0
1378,S2-2021,2021,Netherlands,Passenger ships,,14,13567,184089,,,,
1379,S2-2021,2021,Netherlands,Liquid bulk carriers,0.6083,17,9407,166094,17193.0,319778.0,,
1380,S2-2021,2021,Netherlands,Container ships,0.8944,15,30474,236583,,,2826.0,23992.0
1381,S2-2021,2021,Netherlands,Dry breakbulk carriers,0.3896,20,3872,47426,5195.0,88272.0,,
